"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","GDP","TOT","USD_CAP","A","1984",13634.011918,"E"
"NLD","GDP","TOT","USD_CAP","A","1985",14363.355836,"E"
"NLD","GDP","TOT","USD_CAP","A","1986",14979.304826,"E"
"NLD","GDP","TOT","USD_CAP","A","1987",15542.610752,"E"
"NLD","GDP","TOT","USD_CAP","A","1988",16536.330896,"E"
"NLD","GDP","TOT","USD_CAP","A","1989",17840.244172,"E"
"NLD","GDP","TOT","USD_CAP","A","1990",19152.003228,"E"
"NLD","GDP","TOT","USD_CAP","A","1991",20119.743179,"E"
"NLD","GDP","TOT","USD_CAP","A","1992",20772.177183,"E"
"NLD","GDP","TOT","USD_CAP","A","1993",21379.650164,"E"
"NLD","GDP","TOT","USD_CAP","A","1994",22349.759453,"E"
"NLD","GDP","TOT","USD_CAP","A","1995",23409.69108,
"NLD","GDP","TOT","USD_CAP","A","1996",24484.97085,
"NLD","GDP","TOT","USD_CAP","A","1997",26013.742803,
"NLD","GDP","TOT","USD_CAP","A","1998",27708.880094,
"NLD","GDP","TOT","USD_CAP","A","1999",29268.685491,
"NLD","GDP","TOT","USD_CAP","A","2000",31874.255368,
"NLD","GDP","TOT","USD_CAP","A","2001",33194.419406,
"NLD","GDP","TOT","USD_CAP","A","2002",34447.053372,
"NLD","GDP","TOT","USD_CAP","A","2003",34112.432354,
"NLD","GDP","TOT","USD_CAP","A","2004",35776.668812,
"NLD","GDP","TOT","USD_CAP","A","2005",37625.252435,
"NLD","GDP","TOT","USD_CAP","A","2006",40971.493263,
"NLD","GDP","TOT","USD_CAP","A","2007",43895.900712,
"NLD","GDP","TOT","USD_CAP","A","2008",46419.042594,
"NLD","GDP","TOT","USD_CAP","A","2009",44567.119952,
"NLD","GDP","TOT","USD_CAP","A","2010",45041.369847,
"NLD","GDP","TOT","USD_CAP","A","2011",46599.227659,
"NLD","GDP","TOT","USD_CAP","A","2012",47271.968226,
"NLD","GDP","TOT","USD_CAP","A","2013",49242.786711,
"NLD","GDP","TOT","USD_CAP","A","2014",49233.230349,
"NLD","GDP","TOT","USD_CAP","A","2015",50301.845624,
"NLD","GDP","TOT","USD_CAP","A","2016",51339.511031,"P"
"NZL","GDP","TOT","USD_CAP","A","1970",3921.617042,"E"
"NZL","GDP","TOT","USD_CAP","A","1971",4302.406256,
"NZL","GDP","TOT","USD_CAP","A","1972",4714.0688,
"NZL","GDP","TOT","USD_CAP","A","1973",5077.892782,
"NZL","GDP","TOT","USD_CAP","A","1974",5675.044095,
"NZL","GDP","TOT","USD_CAP","A","1975",6288.36298,
"NZL","GDP","TOT","USD_CAP","A","1976",6538.548258,
"NZL","GDP","TOT","USD_CAP","A","1977",6465.197454,
"NZL","GDP","TOT","USD_CAP","A","1978",7242.380184,
"NZL","GDP","TOT","USD_CAP","A","1979",7660.515762,
"NZL","GDP","TOT","USD_CAP","A","1980",8441.623669,
"NZL","GDP","TOT","USD_CAP","A","1981",9436.065537,
"NZL","GDP","TOT","USD_CAP","A","1982",10436.979772,
"NZL","GDP","TOT","USD_CAP","A","1983",11204.652068,
"NZL","GDP","TOT","USD_CAP","A","1984",12290.482471,
"NZL","GDP","TOT","USD_CAP","A","1985",12635.705441,
"NZL","GDP","TOT","USD_CAP","A","1986",13242.121874,
"NZL","GDP","TOT","USD_CAP","A","1987",13374.204689,
"NZL","GDP","TOT","USD_CAP","A","1988",13851.098541,
"NZL","GDP","TOT","USD_CAP","A","1989",14433.47528,
"NZL","GDP","TOT","USD_CAP","A","1990",14680.947342,
"NZL","GDP","TOT","USD_CAP","A","1991",14524.380146,"B"
"NZL","GDP","TOT","USD_CAP","A","1992",14869.449452,
"NZL","GDP","TOT","USD_CAP","A","1993",15882.089959,
"NZL","GDP","TOT","USD_CAP","A","1994",16977.128653,
"NZL","GDP","TOT","USD_CAP","A","1995",17822.077501,
"NZL","GDP","TOT","USD_CAP","A","1996",18390.120223,
"NZL","GDP","TOT","USD_CAP","A","1997",19083.13527,
"NZL","GDP","TOT","USD_CAP","A","1998",19307.809002,
"NZL","GDP","TOT","USD_CAP","A","1999",20537.061209,
"NZL","GDP","TOT","USD_CAP","A","2000",21480.883393,
"NZL","GDP","TOT","USD_CAP","A","2001",22387.976793,
"NZL","GDP","TOT","USD_CAP","A","2002",23180.064981,
"NZL","GDP","TOT","USD_CAP","A","2003",23861.955431,
"NZL","GDP","TOT","USD_CAP","A","2004",24997.747476,
"NZL","GDP","TOT","USD_CAP","A","2005",25589.813335,
"NZL","GDP","TOT","USD_CAP","A","2006",27676.146428,
"NZL","GDP","TOT","USD_CAP","A","2007",29308.171301,
"NZL","GDP","TOT","USD_CAP","A","2008",29782.072144,
"NZL","GDP","TOT","USD_CAP","A","2009",30590.16723,
"NZL","GDP","TOT","USD_CAP","A","2010",31164.945247,
"NZL","GDP","TOT","USD_CAP","A","2011",32667.478684,
"NZL","GDP","TOT","USD_CAP","A","2012",32912.105077,
"NZL","GDP","TOT","USD_CAP","A","2013",36074.052893,
"NZL","GDP","TOT","USD_CAP","A","2014",37060.926566,
"NZL","GDP","TOT","USD_CAP","A","2015",37253.877421,
"NZL","GDP","TOT","USD_CAP","A","2016",38900.412522,"E"
"NOR","GDP","TOT","USD_CAP","A","1970",3358.733822,
"NOR","GDP","TOT","USD_CAP","A","1971",3704.33163,
"NOR","GDP","TOT","USD_CAP","A","1972",4039.411491,
"NOR","GDP","TOT","USD_CAP","A","1973",4423.537876,
"NOR","GDP","TOT","USD_CAP","A","1974",4979.315806,
"NOR","GDP","TOT","USD_CAP","A","1975",5678.598064,
"NOR","GDP","TOT","USD_CAP","A","1976",6310.207498,
"NOR","GDP","TOT","USD_CAP","A","1977",6951.787344,
"NOR","GDP","TOT","USD_CAP","A","1978",7698.216078,
"NOR","GDP","TOT","USD_CAP","A","1979",8671.528602,
"NOR","GDP","TOT","USD_CAP","A","1980",9854.953455,
"NOR","GDP","TOT","USD_CAP","A","1981",10922.435,
"NOR","GDP","TOT","USD_CAP","A","1982",11582.165761,
"NOR","GDP","TOT","USD_CAP","A","1983",12474.558963,
"NOR","GDP","TOT","USD_CAP","A","1984",13667.130542,
"NOR","GDP","TOT","USD_CAP","A","1985",14835.741952,
"NOR","GDP","TOT","USD_CAP","A","1986",15693.401533,
"NOR","GDP","TOT","USD_CAP","A","1987",16285.224732,
"NOR","GDP","TOT","USD_CAP","A","1988",16728.725104,
"NOR","GDP","TOT","USD_CAP","A","1989",17490.251239,
"NOR","GDP","TOT","USD_CAP","A","1990",18434.554279,
"NOR","GDP","TOT","USD_CAP","A","1991",19549.041775,
"NOR","GDP","TOT","USD_CAP","A","1992",20593.268289,
"NOR","GDP","TOT","USD_CAP","A","1993",21550.276296,
"NOR","GDP","TOT","USD_CAP","A","1994",22989.8945,
"NOR","GDP","TOT","USD_CAP","A","1995",24323.5826,
"NOR","GDP","TOT","USD_CAP","A","1996",26793.067008,
"NOR","GDP","TOT","USD_CAP","A","1997",28606.28194,
"NOR","GDP","TOT","USD_CAP","A","1998",28189.22397,
"NOR","GDP","TOT","USD_CAP","A","1999",30554.742227,
"NOR","GDP","TOT","USD_CAP","A","2000",36956.109368,
"NOR","GDP","TOT","USD_CAP","A","2001",37784.754949,
"NOR","GDP","TOT","USD_CAP","A","2002",37961.126489,
"NOR","GDP","TOT","USD_CAP","A","2003",38531.865868,
"NOR","GDP","TOT","USD_CAP","A","2004",42485.571486,
"NOR","GDP","TOT","USD_CAP","A","2005",47775.439181,
"NOR","GDP","TOT","USD_CAP","A","2006",54076.010651,
"NOR","GDP","TOT","USD_CAP","A","2007",55898.600335,
"NOR","GDP","TOT","USD_CAP","A","2008",61759.991318,
"NOR","GDP","TOT","USD_CAP","A","2009",55434.38382,
"NOR","GDP","TOT","USD_CAP","A","2010",57968.515875,
"NOR","GDP","TOT","USD_CAP","A","2011",62146.13251,
"NOR","GDP","TOT","USD_CAP","A","2012",65441.924842,
"NOR","GDP","TOT","USD_CAP","A","2013",67051.142866,
"NOR","GDP","TOT","USD_CAP","A","2014",66018.42418,
"NOR","GDP","TOT","USD_CAP","A","2015",60492.073092,
"NOR","GDP","TOT","USD_CAP","A","2016",58121.992256,
"POL","GDP","TOT","USD_CAP","A","1990",6188.502764,"E"
"POL","GDP","TOT","USD_CAP","A","1991",5936.76526,"E"
"POL","GDP","TOT","USD_CAP","A","1992",6214.333368,"E"
"POL","GDP","TOT","USD_CAP","A","1993",6591.095644,"E"
"POL","GDP","TOT","USD_CAP","A","1994",7082.399154,"E"
"POL","GDP","TOT","USD_CAP","A","1995",7729.041015,
"POL","GDP","TOT","USD_CAP","A","1996",8326.895118,
"POL","GDP","TOT","USD_CAP","A","1997",9005.554757,
"POL","GDP","TOT","USD_CAP","A","1998",9565.338164,
"POL","GDP","TOT","USD_CAP","A","1999",10124.603574,
"POL","GDP","TOT","USD_CAP","A","2000",10653.669555,
"POL","GDP","TOT","USD_CAP","A","2001",11101.112349,
"POL","GDP","TOT","USD_CAP","A","2002",11780.566974,
"POL","GDP","TOT","USD_CAP","A","2003",12260.215558,
"POL","GDP","TOT","USD_CAP","A","2004",13341.874444,
"POL","GDP","TOT","USD_CAP","A","2005",13897.543071,
"POL","GDP","TOT","USD_CAP","A","2006",15145.861194,
"POL","GDP","TOT","USD_CAP","A","2007",16789.98011,
"POL","GDP","TOT","USD_CAP","A","2008",18315.13109,
"POL","GDP","TOT","USD_CAP","A","2009",19080.70466,
"POL","GDP","TOT","USD_CAP","A","2010",20789.191989,
"POL","GDP","TOT","USD_CAP","A","2011",22576.179383,
"POL","GDP","TOT","USD_CAP","A","2012",23542.002955,
"POL","GDP","TOT","USD_CAP","A","2013",24422.763907,
"POL","GDP","TOT","USD_CAP","A","2014",25297.950445,
"POL","GDP","TOT","USD_CAP","A","2015",26528.815751,
"POL","GDP","TOT","USD_CAP","A","2016",27405.564854,
"PRT","GDP","TOT","USD_CAP","A","1970",2075.100407,"E"
"PRT","GDP","TOT","USD_CAP","A","1971",2345.320616,"E"
"PRT","GDP","TOT","USD_CAP","A","1972",2646.804193,"E"
"PRT","GDP","TOT","USD_CAP","A","1973",3103.472781,"E"
"PRT","GDP","TOT","USD_CAP","A","1974",3374.118589,"E"
"PRT","GDP","TOT","USD_CAP","A","1975",3394.914822,"E"
"PRT","GDP","TOT","USD_CAP","A","1976",3721.676901,"E"
"PRT","GDP","TOT","USD_CAP","A","1977",4130.238794,"E"
"PRT","GDP","TOT","USD_CAP","A","1978",4496.264028,"E"
"PRT","GDP","TOT","USD_CAP","A","1979",5089.042177,"E"
"PRT","GDP","TOT","USD_CAP","A","1980",5740.998508,"E"
"PRT","GDP","TOT","USD_CAP","A","1981",6331.454333,"E"
"PRT","GDP","TOT","USD_CAP","A","1982",6823.92327,"E"
"PRT","GDP","TOT","USD_CAP","A","1983",7048.348099,"E"
"PRT","GDP","TOT","USD_CAP","A","1984",7140.955632,"E"
"PRT","GDP","TOT","USD_CAP","A","1985",7556.958861,"E"
"PRT","GDP","TOT","USD_CAP","A","1986",8028.380558,"E"
"PRT","GDP","TOT","USD_CAP","A","1987",8766.758498,"E"
"PRT","GDP","TOT","USD_CAP","A","1988",9781.158074,"E"
"PRT","GDP","TOT","USD_CAP","A","1989",10853.031118,"E"
"PRT","GDP","TOT","USD_CAP","A","1990",11749.026854,"E"
"PRT","GDP","TOT","USD_CAP","A","1991",12712.887178,"E"
"PRT","GDP","TOT","USD_CAP","A","1992",13149.554131,"E"
"PRT","GDP","TOT","USD_CAP","A","1993",13171.381319,"E"
"PRT","GDP","TOT","USD_CAP","A","1994",13549.831383,"E"
"PRT","GDP","TOT","USD_CAP","A","1995",14385.562137,
"PRT","GDP","TOT","USD_CAP","A","1996",14902.623205,
"PRT","GDP","TOT","USD_CAP","A","1997",15791.018835,
"PRT","GDP","TOT","USD_CAP","A","1998",16691.547373,
"PRT","GDP","TOT","USD_CAP","A","1999",17723.51132,
"PRT","GDP","TOT","USD_CAP","A","2000",18886.901252,
"PRT","GDP","TOT","USD_CAP","A","2001",19540.660684,
"PRT","GDP","TOT","USD_CAP","A","2002",20367.738703,
"PRT","GDP","TOT","USD_CAP","A","2003",20840.927392,
"PRT","GDP","TOT","USD_CAP","A","2004",21475.543407,
"PRT","GDP","TOT","USD_CAP","A","2005",22739.663819,
"PRT","GDP","TOT","USD_CAP","A","2006",24655.340464,
"PRT","GDP","TOT","USD_CAP","A","2007",25705.862147,
"PRT","GDP","TOT","USD_CAP","A","2008",26631.49833,
"PRT","GDP","TOT","USD_CAP","A","2009",26469.231745,
"PRT","GDP","TOT","USD_CAP","A","2010",27308.189666,
"PRT","GDP","TOT","USD_CAP","A","2011",26780.130678,
"PRT","GDP","TOT","USD_CAP","A","2012",26454.226847,
"PRT","GDP","TOT","USD_CAP","A","2013",27899.476143,
"PRT","GDP","TOT","USD_CAP","A","2014",28746.525806,
"PRT","GDP","TOT","USD_CAP","A","2015",29684.636594,
"PRT","GDP","TOT","USD_CAP","A","2016",31041.873367,
"SVK","GDP","TOT","USD_CAP","A","1992",7145.744047,"E"
"SVK","GDP","TOT","USD_CAP","A","1993",7428.932678,"E"
"SVK","GDP","TOT","USD_CAP","A","1994",8025.411467,"E"
"SVK","GDP","TOT","USD_CAP","A","1995",8645.877571,
"SVK","GDP","TOT","USD_CAP","A","1996",9360.253763,
"SVK","GDP","TOT","USD_CAP","A","1997",10068.038253,
"SVK","GDP","TOT","USD_CAP","A","1998",10612.565871,
"SVK","GDP","TOT","USD_CAP","A","1999",10701.518064,
"SVK","GDP","TOT","USD_CAP","A","2000",11331.45202,
"SVK","GDP","TOT","USD_CAP","A","2001",12369.840137,
"SVK","GDP","TOT","USD_CAP","A","2002",13290.17514,
"SVK","GDP","TOT","USD_CAP","A","2003",14124.077882,
"SVK","GDP","TOT","USD_CAP","A","2004",15159.727959,
"SVK","GDP","TOT","USD_CAP","A","2005",16572.063714,
"SVK","GDP","TOT","USD_CAP","A","2006",18802.138015,
"SVK","GDP","TOT","USD_CAP","A","2007",21079.06032,
"SVK","GDP","TOT","USD_CAP","A","2008",23574.932189,
"SVK","GDP","TOT","USD_CAP","A","2009",22925.777124,
"SVK","GDP","TOT","USD_CAP","A","2010",24785.094877,
"SVK","GDP","TOT","USD_CAP","A","2011",25836.338992,
"SVK","GDP","TOT","USD_CAP","A","2012",26654.008792,
"SVK","GDP","TOT","USD_CAP","A","2013",27899.621343,
"SVK","GDP","TOT","USD_CAP","A","2014",28928.17644,
"SVK","GDP","TOT","USD_CAP","A","2015",29699.535053,
"SVK","GDP","TOT","USD_CAP","A","2016",30895.954207,
"ESP","GDP","TOT","USD_CAP","A","1970",2757.019271,"E"
"ESP","GDP","TOT","USD_CAP","A","1971",3003.620913,"E"
"ESP","GDP","TOT","USD_CAP","A","1972",3358.573745,"E"
"ESP","GDP","TOT","USD_CAP","A","1973",3784.310077,"E"
"ESP","GDP","TOT","USD_CAP","A","1974",4314.842226,"E"
"ESP","GDP","TOT","USD_CAP","A","1975",4690.956165,"E"
"ESP","GDP","TOT","USD_CAP","A","1976",5052.589737,"E"
"ESP","GDP","TOT","USD_CAP","A","1977",5453.603692,"E"
"ESP","GDP","TOT","USD_CAP","A","1978",5856.41353,"E"
"ESP","GDP","TOT","USD_CAP","A","1979",6288.506096,"E"
"ESP","GDP","TOT","USD_CAP","A","1980",6932.886123,"E"
"ESP","GDP","TOT","USD_CAP","A","1981",7532.447859,"E"
"ESP","GDP","TOT","USD_CAP","A","1982",8054.187262,"E"
"ESP","GDP","TOT","USD_CAP","A","1983",8477.810152,"E"
"ESP","GDP","TOT","USD_CAP","A","1984",8903.991346,"E"
"ESP","GDP","TOT","USD_CAP","A","1985",9364.31915,"E"
"ESP","GDP","TOT","USD_CAP","A","1986",9833.746969,"E"
"ESP","GDP","TOT","USD_CAP","A","1987",10609.70815,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11518.174477,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12523.249172,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13462.840226,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14247.209408,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14672.987095,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14833.260754,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15483.299565,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16220.379914,
"ESP","GDP","TOT","USD_CAP","A","1996",16918.479119,
"ESP","GDP","TOT","USD_CAP","A","1997",17872.146674,
"ESP","GDP","TOT","USD_CAP","A","1998",19033.765316,
"ESP","GDP","TOT","USD_CAP","A","1999",19915.643269,
"ESP","GDP","TOT","USD_CAP","A","2000",21541.055194,
"ESP","GDP","TOT","USD_CAP","A","2001",22958.199464,
"ESP","GDP","TOT","USD_CAP","A","2002",24367.743114,
"ESP","GDP","TOT","USD_CAP","A","2003",25050.889161,
"ESP","GDP","TOT","USD_CAP","A","2004",26218.390051,
"ESP","GDP","TOT","USD_CAP","A","2005",27696.446679,
"ESP","GDP","TOT","USD_CAP","A","2006",30840.810602,
"ESP","GDP","TOT","USD_CAP","A","2007",32590.420634,
"ESP","GDP","TOT","USD_CAP","A","2008",33442.500459,
"ESP","GDP","TOT","USD_CAP","A","2009",32387.794738,
"ESP","GDP","TOT","USD_CAP","A","2010",31932.98815,
"ESP","GDP","TOT","USD_CAP","A","2011",32072.688367,
"ESP","GDP","TOT","USD_CAP","A","2012",31992.80352,
"ESP","GDP","TOT","USD_CAP","A","2013",32622.659976,
"ESP","GDP","TOT","USD_CAP","A","2014",33728.362719,
"ESP","GDP","TOT","USD_CAP","A","2015",35054.493294,
"ESP","GDP","TOT","USD_CAP","A","2016",36742.506097,"P"
"SWE","GDP","TOT","USD_CAP","A","1970",4832.52014,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5090.641402,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5416.193838,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",5928.736127,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6649.307812,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7422.484052,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7884.956359,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8212.226894,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",8917.880088,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10005.644961,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11073.554285,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12161.850291,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13066.626683,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",13829.848502,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",14920.500564,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15700.403751,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16408.350385,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17320.021969,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18306.998192,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19398.691434,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20120.368982,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20424.015678,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20525.952979,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20458.576072,
"SWE","GDP","TOT","USD_CAP","A","1994",21595.775256,
"SWE","GDP","TOT","USD_CAP","A","1995",22814.931876,
"SWE","GDP","TOT","USD_CAP","A","1996",23634.0216,
"SWE","GDP","TOT","USD_CAP","A","1997",24496.71842,
"SWE","GDP","TOT","USD_CAP","A","1998",25544.657917,
"SWE","GDP","TOT","USD_CAP","A","1999",27181.281341,
"SWE","GDP","TOT","USD_CAP","A","2000",29320.730738,
"SWE","GDP","TOT","USD_CAP","A","2001",29679.112054,
"SWE","GDP","TOT","USD_CAP","A","2002",30636.216886,
"SWE","GDP","TOT","USD_CAP","A","2003",31513.031566,
"SWE","GDP","TOT","USD_CAP","A","2004",33567.422009,
"SWE","GDP","TOT","USD_CAP","A","2005",34005.999286,
"SWE","GDP","TOT","USD_CAP","A","2006",37463.636376,
"SWE","GDP","TOT","USD_CAP","A","2007",40628.113227,
"SWE","GDP","TOT","USD_CAP","A","2008",41904.298073,
"SWE","GDP","TOT","USD_CAP","A","2009",39695.040869,
"SWE","GDP","TOT","USD_CAP","A","2010",41632.799795,
"SWE","GDP","TOT","USD_CAP","A","2011",43808.563652,
"SWE","GDP","TOT","USD_CAP","A","2012",44774.263664,
"SWE","GDP","TOT","USD_CAP","A","2013",45721.897416,
"SWE","GDP","TOT","USD_CAP","A","2014",46572.505607,
"SWE","GDP","TOT","USD_CAP","A","2015",48436.904818,
"SWE","GDP","TOT","USD_CAP","A","2016",49083.989701,
"CHE","GDP","TOT","USD_CAP","A","1970",7139.85558,"E"
"CHE","GDP","TOT","USD_CAP","A","1971",7713.613285,"E"
"CHE","GDP","TOT","USD_CAP","A","1972",8229.258261,"E"
"CHE","GDP","TOT","USD_CAP","A","1973",8889.716889,"E"
"CHE","GDP","TOT","USD_CAP","A","1974",9801.965254,"E"
"CHE","GDP","TOT","USD_CAP","A","1975",10017.433482,"E"
"CHE","GDP","TOT","USD_CAP","A","1976",10535.896038,"E"
"CHE","GDP","TOT","USD_CAP","A","1977",11493.517464,"E"
"CHE","GDP","TOT","USD_CAP","A","1978",12320.787172,"E"
"CHE","GDP","TOT","USD_CAP","A","1979",13636.089448,"E"
"CHE","GDP","TOT","USD_CAP","A","1980",15468.298433,
"CHE","GDP","TOT","USD_CAP","A","1981",17085.502452,
"CHE","GDP","TOT","USD_CAP","A","1982",17798.15184,
"CHE","GDP","TOT","USD_CAP","A","1983",18571.143298,
"CHE","GDP","TOT","USD_CAP","A","1984",19749.395141,
"CHE","GDP","TOT","USD_CAP","A","1985",21031.331791,
"CHE","GDP","TOT","USD_CAP","A","1986",21721.913566,
"CHE","GDP","TOT","USD_CAP","A","1987",22454.516492,
"CHE","GDP","TOT","USD_CAP","A","1988",23819.499046,
"CHE","GDP","TOT","USD_CAP","A","1989",25627.46827,
"CHE","GDP","TOT","USD_CAP","A","1990",27266.7269,
"CHE","GDP","TOT","USD_CAP","A","1991",27590.428929,
"CHE","GDP","TOT","USD_CAP","A","1992",27950.877723,
"CHE","GDP","TOT","USD_CAP","A","1993",28389.942105,
"CHE","GDP","TOT","USD_CAP","A","1994",29164.079999,
"CHE","GDP","TOT","USD_CAP","A","1995",29671.617751,
"CHE","GDP","TOT","USD_CAP","A","1996",30290.565562,
"CHE","GDP","TOT","USD_CAP","A","1997",31538.908425,
"CHE","GDP","TOT","USD_CAP","A","1998",32639.893921,
"CHE","GDP","TOT","USD_CAP","A","1999",33505.301143,
"CHE","GDP","TOT","USD_CAP","A","2000",35434.191386,
"CHE","GDP","TOT","USD_CAP","A","2001",36522.410708,
"CHE","GDP","TOT","USD_CAP","A","2002",37466.381843,
"CHE","GDP","TOT","USD_CAP","A","2003",37463.290006,
"CHE","GDP","TOT","USD_CAP","A","2004",38913.147698,
"CHE","GDP","TOT","USD_CAP","A","2005",40326.87635,
"CHE","GDP","TOT","USD_CAP","A","2006",44859.416758,
"CHE","GDP","TOT","USD_CAP","A","2007",49500.237498,
"CHE","GDP","TOT","USD_CAP","A","2008",52362.64918,
"CHE","GDP","TOT","USD_CAP","A","2009",51564.567592,
"CHE","GDP","TOT","USD_CAP","A","2010",52859.848141,
"CHE","GDP","TOT","USD_CAP","A","2011",56183.817871,
"CHE","GDP","TOT","USD_CAP","A","2012",57849.601723,
"CHE","GDP","TOT","USD_CAP","A","2013",60108.540531,
"CHE","GDP","TOT","USD_CAP","A","2014",61902.16174,
"CHE","GDP","TOT","USD_CAP","A","2015",63938.958241,
"CHE","GDP","TOT","USD_CAP","A","2016",64215.84264,
"TUR","GDP","TOT","USD_CAP","A","1970",1775.702738,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1920.975899,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2099.666922,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2230.501446,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2503.826465,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2855.755174,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3260.074936,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3507.423873,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3732.680772,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3934.976842,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4099.969493,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4591.937736,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4925.184934,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5240.42237,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5651.511037,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5928.176571,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6324.240389,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6974.673259,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7249.497079,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7423.884533,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8272.936838,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8487.97025,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9050.601905,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9849.903259,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9362.012013,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10088.106937,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10810.30118,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11641.315126,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8930.799866,
"TUR","GDP","TOT","USD_CAP","A","1999",8608.417262,
"TUR","GDP","TOT","USD_CAP","A","2000",9432.853962,
"TUR","GDP","TOT","USD_CAP","A","2001",9082.035216,
"TUR","GDP","TOT","USD_CAP","A","2002",9207.886408,
"TUR","GDP","TOT","USD_CAP","A","2003",9491.34279,
"TUR","GDP","TOT","USD_CAP","A","2004",10745.870856,
"TUR","GDP","TOT","USD_CAP","A","2005",11772.988911,
"TUR","GDP","TOT","USD_CAP","A","2006",13496.200179,
"TUR","GDP","TOT","USD_CAP","A","2007",14715.430232,
"TUR","GDP","TOT","USD_CAP","A","2008",15901.07695,
"TUR","GDP","TOT","USD_CAP","A","2009",15333.232857,
"TUR","GDP","TOT","USD_CAP","A","2010",17264.497981,
"TUR","GDP","TOT","USD_CAP","A","2011",19517.181462,
"TUR","GDP","TOT","USD_CAP","A","2012",20549.293077,"E"
"TUR","GDP","TOT","USD_CAP","A","2013",22314.403668,"E"
"TUR","GDP","TOT","USD_CAP","A","2014",24158.80637,"E"
"TUR","GDP","TOT","USD_CAP","A","2015",25986.210937,"E"
"TUR","GDP","TOT","USD_CAP","A","2016",26676.645998,"E"
"GBR","GDP","TOT","USD_CAP","A","1960",2186.298678,
"GBR","GDP","TOT","USD_CAP","A","1961",2248.226997,
"GBR","GDP","TOT","USD_CAP","A","1962",2296.179887,
"GBR","GDP","TOT","USD_CAP","A","1963",2419.069763,
"GBR","GDP","TOT","USD_CAP","A","1964",2563.492244,
"GBR","GDP","TOT","USD_CAP","A","1965",2694.142395,
"GBR","GDP","TOT","USD_CAP","A","1966",2834.567525,
"GBR","GDP","TOT","USD_CAP","A","1967",2976.523362,
"GBR","GDP","TOT","USD_CAP","A","1968",3268.199673,
